crawl_id,language_iso_639_3,page_count,page_share,crawl_total_bytes_downloaded,approx_language_bytes,estimation_method,crawl_date
CC-MAIN-2026-25,nep,1326179,0.000632,389882951388001,246406025277.21667,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bos,1304677,0.0006219999999999,389882951388001,242507195763.3366,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,aze,1303833,0.000621,389882951388001,242117312811.94864,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sqi,1072085,0.000511,389882951388001,199230188159.2685,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tam,1025371,0.000489,389882951388001,190652763228.73248,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kat,970156,0.0004619999999999,389882951388001,180125923541.25644,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kaz,848853,0.000405,389882951388001,157902595312.1404,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,eus,819800,0.000391,389882951388001,152444233992.7084,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,isl,818230,0.00039,389882951388001,152054351041.32037,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mkd,812140,0.000387,389882951388001,150884702187.15637,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,urd,703686,0.000335,389882951388001,130610788714.98036,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,glg,697601,0.000332,389882951388001,129441139860.81631,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,hye,646249,0.000308,389882951388001,120083949027.5043,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mar,640161,0.000305,389882951388001,118914300173.3403,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,uzb,574119,0.000274,389882951388001,106827928680.31229,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mal,523037,0.000249,389882951388001,97080854895.61224,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tel,432228,0.000206,389882951388001,80315887985.9282,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kan,378988,0.000181,389882951388001,70568814201.22818,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mon,341552,0.0001629999999999,389882951388001,63550921076.24416,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mya,322595,0.000154,389882951388001,60041974513.75215,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bel,322925,0.000154,389882951388001,60041974513.75215,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,nno,287645,0.000137,389882951388001,53413964340.156136,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,guj,261771,0.000125,389882951388001,48735368923.50013,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kir,255914,0.000122,389882951388001,47565720069.33613,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tgl,224000,0.000107,389882951388001,41717475798.516106,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,khm,222353,0.000106,389882951388001,41327592847.128105,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,swa,219569,0.000105,389882951388001,40937709895.740105,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,cym,212139,0.000101,389882951388001,39378178090.1881,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sin,198816,9.5e-05,389882951388001,37038880381.86009,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,afr,185891,8.9e-05,389882951388001,34699582673.53209,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,pan,185192,8.800000000000001e-05,389882951388001,34309699722.144093,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tat,165522,7.900000000000001e-05,389882951388001,30800753159.652084,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ori,155380,7.400000000000001e-05,389882951388001,28851338402.71208,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,epo,143057,6.8e-05,389882951388001,26512040694.384068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,gle,138149,6.6e-05,389882951388001,25732274791.608067,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kur,130979,6.2e-05,389882951388001,24172742986.056065,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tgk,126388,6e-05,389882951388001,23392977083.28006,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,fao,112746,5.4000000000000005e-05,389882951388001,21053679374.952057,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,som,111386,5.3e-05,389882951388001,20663796423.564053,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,lao,104222,5e-05,389882951388001,19494147569.40005,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mlg,92283,4.4000000000000006e-05,389882951388001,17154849861.072046,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,pus,87691,4.2e-05,389882951388001,16375083958.29604,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,amh,85318,4.1e-05,389882951388001,15985201006.90804,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ltz,83006,4e-05,389882951388001,15595318055.52004,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,oci,80309,3.8e-05,389882951388001,14815552152.74404,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bak,73244,3.5000000000000004e-05,389882951388001,13645903298.580036,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tuk,71551,3.4e-05,389882951388001,13256020347.192034,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,jav,69278,3.3e-05,389882951388001,12866137395.804031,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mlt,67339,3.2e-05,389882951388001,12476254444.41603,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,hau,61926,3e-05,389882951388001,11696488541.64003,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,asm,63182,3e-05,389882951388001,11696488541.64003,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,cos,61817,2.8999999999999997e-05,389882951388001,11306605590.252028,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,san,61633,2.8999999999999997e-05,389882951388001,11306605590.252028,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kin,57827,2.8e-05,389882951388001,10916722638.864029,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,div,52775,2.5e-05,389882951388001,9747073784.700026,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,hat,47312,2.3e-05,389882951388001,8967307881.924023,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bre,45446,2.2000000000000003e-05,389882951388001,8577424930.536023,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ceb,46600,2.2000000000000003e-05,389882951388001,8577424930.536023,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,snd,40663,1.9e-05,389882951388001,7407776076.37202,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,fry,40536,1.9e-05,389882951388001,7407776076.37202,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,gla,37170,1.8e-05,389882951388001,7017893124.984018,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,mri,34914,1.7e-05,389882951388001,6628010173.596017,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,war,36224,1.7e-05,389882951388001,6628010173.596017,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,yid,33453,1.6e-05,389882951388001,6238127222.208015,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,uig,32063,1.5e-05,389882951388001,5848244270.820015,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,yor,31908,1.5e-05,389882951388001,5848244270.820015,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,zul,29363,1.4e-05,389882951388001,5458361319.4320135,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,roh,27438,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,vol,26288,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ibo,27178,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sun,26772,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bod,22913,1.1e-05,389882951388001,4288712465.268011,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kal,18004,9e-06,389882951388001,3508946562.492009,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sna,18545,9e-06,389882951388001,3508946562.492009,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,xho,16831,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,nya,15896,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,que,16812,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,hmn,17744,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,grn,16027,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,haw,16305,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,smo,16407,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bih,15388,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,glv,14932,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,orm,14348,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sot,14924,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ina,13991,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sco,14726,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tir,11792,5.999999999999999e-06,389882951388001,2339297708.328006,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,abk,12158,5.999999999999999e-06,389882951388001,2339297708.328006,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sag,11063,5e-06,389882951388001,1949414756.940005,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,lin,10243,5e-06,389882951388001,1949414756.940005,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,iku,8113,4e-06,389882951388001,1559531805.552004,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kha,8266,4e-06,389882951388001,1559531805.552004,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ile,7766,4e-06,389882951388001,1559531805.552004,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,syr,6934,2.9999999999999997e-06,389882951388001,1169648854.164003,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,lug,6828,2.9999999999999997e-06,389882951388001,1169648854.164003,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2021-04,blu,10477,2.9999999999999997e-06,387617418169542,1162852254.508626,page_share_times_reported_bytes_downloaded_total,2021-01-25
CC-MAIN-2026-25,mfe,4171,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,bis,4077,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,aka,4894,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,wol,5008,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tsn,3631,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,crs,2094,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ipk,1759,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,aym,2228,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,fij,2665,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,dzo,1806,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,run,2988,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ton,2671,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,tso,1614,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,zha,1599,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,nso,2460,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,aar,1857,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,sux,123,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,nau,890,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2021-04,new,37,0.0,387617418169542,0.0,page_share_times_reported_bytes_downloaded_total,2021-01-25
CC-MAIN-2026-25,ssw,1030,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,ven,586,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,chr,682,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,lif,170,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,kas,70,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
CC-MAIN-2026-25,got,675,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total,2026-06-15
