crawl_id,language_iso_639_3,page_count,page_share,crawl_total_bytes_downloaded,approx_language_bytes,estimation_method
CC-MAIN-2026-25,hmn,17744,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,hrv,4639978,0.002211,389882951388001,862031205518.8701,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,hun,11160857,0.005319000000000001,389882951388001,2073787418432.7776,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,hye,646249,0.000308,389882951388001,120083949027.5043,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ibo,27178,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,iku,8113,4e-06,389882951388001,1559531805.5520039,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ile,7766,4e-06,389882951388001,1559531805.5520039,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ina,13991,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ind,24346895,0.011602,389882951388001,4523422002003.587,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ipk,1759,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,isl,818230,0.00039,389882951388001,152054351041.32037,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ita,51069596,0.024336000000000003,389882951388001,9488191504978.395,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,jav,69278,3.3e-05,389882951388001,12866137395.804033,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,jpn,115099243,0.054848999999999995,389882951388001,21384690000680.465,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kal,18004,9e-06,389882951388001,3508946562.492009,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kan,378988,0.000181,389882951388001,70568814201.22818,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kas,70,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kat,970156,0.00046199999999999995,389882951388001,180125923541.25644,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kaz,848853,0.00040500000000000003,389882951388001,157902595312.1404,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kha,8266,4e-06,389882951388001,1559531805.5520039,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,khm,222353,0.000106,389882951388001,41327592847.128105,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kin,57827,2.8e-05,389882951388001,10916722638.864027,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kir,255914,0.00012200000000000001,389882951388001,47565720069.33613,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kor,17505636,0.008342,389882951388001,3252403580478.7046,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,kur,130979,6.2e-05,389882951388001,24172742986.056065,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lao,104222,5e-05,389882951388001,19494147569.40005,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lat,2136543,0.001018,389882951388001,396900844512.98505,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lav,1900797,0.000906,389882951388001,353233953957.52893,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lif,170,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lin,10243,5e-06,389882951388001,1949414756.940005,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lit,3773507,0.001798,389882951388001,701009546595.6257,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ltz,83006,4e-05,389882951388001,15595318055.52004,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,lug,6828,2.9999999999999997e-06,389882951388001,1169648854.164003,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mal,523037,0.000249,389882951388001,97080854895.61224,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mar,640161,0.000305,389882951388001,118914300173.3403,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mfe,4171,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mkd,812140,0.000387,389882951388001,150884702187.15637,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mlg,92283,4.4000000000000006e-05,389882951388001,17154849861.072046,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mlt,67339,3.2e-05,389882951388001,12476254444.41603,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mon,341552,0.00016299999999999998,389882951388001,63550921076.244156,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mri,34914,1.7e-05,389882951388001,6628010173.596017,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,msa,1876925,0.0008939999999999999,389882951388001,348555358540.87286,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,mya,322595,0.000154,389882951388001,60041974513.75215,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nau,890,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nep,1326179,0.0006320000000000001,389882951388001,246406025277.21667,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nld,38669608,0.018427,389882951388001,7184373145226.694,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nno,287645,0.000137,389882951388001,53413964340.156136,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nor,6991399,0.003332,389882951388001,1299089994024.8193,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nso,2460,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,nya,15896,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,oci,80309,3.8e-05,389882951388001,14815552152.74404,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ori,155380,7.400000000000001e-05,389882951388001,28851338402.71208,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,orm,14348,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,pan,185192,8.800000000000001e-05,389882951388001,34309699722.144093,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,pol,42626153,0.020312999999999998,389882951388001,7919692391544.464,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,por,52578493,0.025055,389882951388001,9768517347026.365,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,pus,87691,4.2e-05,389882951388001,16375083958.296041,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,que,16812,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,roh,27438,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ron,12210222,0.0058189999999999995,389882951388001,2268728894126.778,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,run,2988,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,rus,137988261,0.065756,389882951388001,25637143351469.39,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sag,11063,5e-06,389882951388001,1949414756.940005,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,san,61633,2.8999999999999997e-05,389882951388001,11306605590.252028,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sco,14726,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sin,198816,9.499999999999999e-05,389882951388001,37038880381.86009,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,slk,8832537,0.004209,389882951388001,1641017342392.0962,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,slv,3131880,0.001492,389882951388001,581705363470.8975,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,smo,16407,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sna,18545,9e-06,389882951388001,3508946562.492009,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,snd,40663,1.9e-05,389882951388001,7407776076.37202,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,som,111386,5.3e-05,389882951388001,20663796423.564053,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sot,14924,7e-06,389882951388001,2729180659.7160068,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,spa,98149822,0.046772,389882951388001,18235605402319.582,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sqi,1072085,0.000511,389882951388001,199230188159.2685,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,srp,5205042,0.00248,389882951388001,966909719442.2424,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ssw,1030,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sun,26772,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,sux,123,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,swa,219569,0.000105,389882951388001,40937709895.740105,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,swe,15394166,0.0073360000000000005,389882951388001,2860181331382.3755,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,syr,6934,2.9999999999999997e-06,389882951388001,1169648854.164003,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tam,1025371,0.000489,389882951388001,190652763228.73248,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tat,165522,7.900000000000001e-05,389882951388001,30800753159.652084,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tel,432228,0.000206,389882951388001,80315887985.9282,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tgk,126388,6e-05,389882951388001,23392977083.28006,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tgl,224000,0.000107,389882951388001,41717475798.516106,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tha,7869478,0.00375,389882951388001,1462061067705.0037,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tir,11792,5.999999999999999e-06,389882951388001,2339297708.328006,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ton,2671,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tsn,3631,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tso,1614,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tuk,71551,3.4e-05,389882951388001,13256020347.192034,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,tur,26997883,0.012865,389882951388001,5015844169606.633,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,uig,32063,1.5e-05,389882951388001,5848244270.820015,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ukr,16791283,0.008002,389882951388001,3119843377006.784,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,urd,703686,0.000335,389882951388001,130610788714.98035,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,uzb,574119,0.000274,389882951388001,106827928680.31227,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,ven,586,0.0,389882951388001,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,vie,21687993,0.010335,389882951388001,4029440302594.9907,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,vol,26288,1.3e-05,389882951388001,5068478368.044013,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,war,36224,1.7e-05,389882951388001,6628010173.596017,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,wol,5008,2e-06,389882951388001,779765902.7760019,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,xho,16831,8e-06,389882951388001,3119063611.1040077,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,yid,33453,1.6e-05,389882951388001,6238127222.208015,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,yor,31908,1.5e-05,389882951388001,5848244270.820015,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,zha,1599,1e-06,389882951388001,389882951.38800097,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,zho,96049220,0.045771,389882951388001,17845332567980.195,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-25,zul,29363,1.4e-05,389882951388001,5458361319.4320135,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,aar,2064,1e-06,401938568621694,401938568.62169397,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,abk,11171,5e-06,401938568621694,2009692843.1084702,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,afr,168719,7.8e-05,401938568621694,31351208352.49213,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,aka,4358,2e-06,401938568621694,803877137.2433879,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,amh,91439,4.2e-05,401938568621694,16881419882.111147,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ara,14123579,0.006526,401938568621694,2623051098825.175,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,asm,58364,2.7000000000000002e-05,401938568621694,10852341352.78574,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,aym,2503,1e-06,401938568621694,401938568.62169397,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,aze,1324541,0.000612,401938568621694,245986403996.47675,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bak,70566,3.3e-05,401938568621694,13263972764.515903,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bel,345102,0.00015900000000000002,401938568621694,63908232410.84935,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ben,2328576,0.001076,401938568621694,432485899836.9427,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bih,15356,7e-06,401938568621694,2813569980.351858,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bis,3925,2e-06,401938568621694,803877137.2433879,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bod,30570,1.4e-05,401938568621694,5627139960.703716,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bos,1328502,0.0006140000000000001,401938568621694,246790281133.72015,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bre,35565,1.6e-05,401938568621694,6431017097.9471035,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,bul,7143525,0.003301,401938568621694,1326799215020.212,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,cat,4454376,0.002058,401938568621694,827189574223.4462,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ceb,36142,1.7e-05,401938568621694,6832955666.568798,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ces,25079417,0.011589,401938568621694,4658066071756.812,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,chr,684,0.0,401938568621694,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,cos,58063,2.7000000000000002e-05,401938568621694,10852341352.78574,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,crs,2011,1e-06,401938568621694,401938568.62169397,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,cym,223927,0.000103,401938568621694,41399672568.03448,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,dan,11404389,0.00527,401938568621694,2118216256636.3276,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,deu,129221452,0.05971,401938568621694,23999751932401.348,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,div,50259,2.3e-05,401938568621694,9244587078.298962,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,dzo,2051,1e-06,401938568621694,401938568.62169397,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ell,12030157,0.005559,401938568621694,2234376502967.997,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,eng,884082916,0.408514,401938568621694,164197532421922.7,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,epo,169632,7.8e-05,401938568621694,31351208352.49213,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,est,3089989,0.001428,401938568621694,573968275991.779,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,eus,823414,0.00037999999999999997,401938568621694,152736656076.2437,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,fao,114254,5.3e-05,401938568621694,21302744136.949783,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,fas,6261699,0.002893,401938568621694,1162808279022.5608,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,fij,2967,1e-06,401938568621694,401938568.62169397,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,fin,8390399,0.003877,401938568621694,1558315830546.3076,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,fra,102728618,0.047469000000000004,401938568621694,19079621913903.195,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,fry,50508,2.3e-05,401938568621694,9244587078.298962,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,gla,41674,1.9e-05,401938568621694,7636832803.812186,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,gle,155138,7.2e-05,401938568621694,28939576940.76197,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,glg,703123,0.000325,401938568621694,130630034802.05054,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,glv,14868,7e-06,401938568621694,2813569980.351858,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,got,556,0.0,401938568621694,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,grn,17558,8e-06,401938568621694,3215508548.9735518,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,guj,263397,0.00012200000000000001,401938568621694,49036505371.84667,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hat,58283,2.7000000000000002e-05,401938568621694,10852341352.78574,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hau,67822,3.1e-05,401938568621694,12460095627.272514,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,haw,17882,8e-06,401938568621694,3215508548.9735518,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,heb,5522431,0.002552,401938568621694,1025747227122.5631,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hin,4774018,0.002206,401938568621694,886676482379.457,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hmn,15500,7e-06,401938568621694,2813569980.351858,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hrv,4870645,0.002251,401938568621694,904763717967.4332,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hun,11597299,0.005359,401938568621694,2153988789243.6582,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,hye,697571,0.000322,401938568621694,129424219096.18547,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ibo,26446,1.1999999999999999e-05,401938568621694,4823262823.460327,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,iku,10190,5e-06,401938568621694,2009692843.1084702,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ile,8097,4e-06,401938568621694,1607754274.4867759,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ina,14363,7e-06,401938568621694,2813569980.351858,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ind,24847745,0.011482000000000001,401938568621694,4615058644914.291,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ipk,1783,1e-06,401938568621694,401938568.62169397,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,isl,777022,0.000359,401938568621694,144295946135.18814,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,ita,53457335,0.024701,401938568621694,9928284583524.463,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,jav,58865,2.7000000000000002e-05,401938568621694,10852341352.78574,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,jpn,118455052,0.054735,401938568621694,22000107553508.42,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,kal,20063,9e-06,401938568621694,3617447117.5952463,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,kan,387802,0.000179,401938568621694,71947003783.28322,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,kas,149,0.0,401938568621694,0.0,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,kat,963676,0.000445,401938568621694,178862663036.6538,page_share_times_reported_bytes_downloaded_total
CC-MAIN-2026-21,kaz,764957,0.00035299999999999996,401938568621694,141884314723.45798,page_share_times_reported_bytes_downloaded_total
